company_name,status_label,year,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
C_6789,alive,2013,2568.4,2211.7,143.9,899.7,616.3,407,626,5680.8326,4466,6717.4,1998.8,755.8,2254.3,1153.4,971.2,4466,4263.8,3566.3
C_6789,alive,2014,2729.6,2167.5,136,900,616.9,356.1,688.5,7617.335,4447.7,6928.7,1768.9,764,2280.2,1573.7,1101.9,4447.7,4406.4,3547.7
C_6789,alive,2015,1636.6,1142.9,90.3,406.7,332.8,-275.3,434.3,4910.3616,2421.2,4991.7,1704,316.4,1278.3,666.8,601.4,2421.2,3127.6,2014.5
C_6789,alive,2016,1452,1107.5,92.6,445,309.2,178.7,351.5,4605.3213,2362,4771.5,1544.2,352.4,1254.5,868.2,748.8,2362,2942.5,1917
C_6789,alive,2017,1186.2,1071,96.1,451.5,333.5,5.7,290.9,4076.4299,2298.4,4188.8,1525.4,355.4,1227.4,524.4,821.5,2298.4,2447.1,1846.9
C_6789,alive,2018,951.2,1073.2,97.3,419.4,329.5,103.3,281.6,2498.2692,2234.4,3953.3,1103.8,322.1,1161.2,717,934.8,2234.4,2208.7,1815
C_6796,alive,2013,220.075,92.348,2.592,-85.198,0,-89.027,5.75,249.4434,7.15,226.058,0,-87.79,-85.198,10.294,-849.227,7.15,17.807,92.348
C_6796,alive,2014,150.537,87.838,2.359,-79.588,0,-90.908,5.75,199.8531,8.25,154.135,0,-81.947,-79.588,14.025,-940.189,8.25,25.889,87.838
C_6796,alive,2015,129.024,79.199,1.439,-50.304,0,-51.464,0.203,274.3817,28.895,131.747,0,-51.743,-50.304,33.796,-991.69,28.895,40.366,79.199
C_6796,alive,2016,76.214,83.413,0.941,-63.03,0,-69.216,0,236.2602,20.383,78.134,0,-63.971,-63.03,22.588,-1060.88,20.383,23.107,83.413
C_6796,alive,2017,117.433,83.635,0.465,-79.151,0,-77.992,0,569.6422,4.484,119.111,0,-79.616,-79.151,18.337,-1138.936,4.484,18.465,83.635
C_6796,alive,2018,136.987,116.598,0.594,-72.089,0.894,-70.48,4.077,384.4956,44.509,139.109,0,-72.683,-72.089,27.734,-1209.358,44.509,29.232,116.598
C_6797,alive,2013,146.37,55.423,15.922,32.658,30.487,7.096,30.948,797.9996,213.423,306.046,0.463,16.736,158,28.496,-27.352,213.423,36.426,180.765
C_6797,alive,2014,177.02,55.621,14.205,45.442,36.616,39.043,29.095,784.2806,226.983,357.526,0.688,31.237,171.362,30.366,10.528,226.983,37.532,181.541
C_6797,alive,2015,209.526,59.157,13.744,51.101,31.252,36.861,28.853,905.1179,237.708,402.556,0.458,37.357,178.551,27.232,46.837,237.708,34.02,186.607
C_6797,alive,2016,173.737,78.827,20.131,47.36,40.775,13.814,32.365,865.8845,270.639,450.716,0.262,27.229,191.812,40.2,67.206,270.639,47.037,223.279
C_6797,alive,2017,224.641,93.738,22.641,60.294,49.478,29.423,40.648,855.0588,306.571,490.516,0.065,37.653,212.833,45.248,87.03,306.571,52.609,246.277
C_6797,alive,2018,202.744,105.318,23.674,54.252,63.25,18.508,53.396,1014.5059,315.818,525.175,0,30.578,210.5,51.375,102.263,315.818,57.519,261.566
C_6798,alive,2013,281.369,163.076,35.414,203.196,0,101.879,155.795,1561.7937,573.121,817.775,140,167.782,410.045,138.175,43.008,573.121,312.878,369.925
C_6800,alive,2013,365.712,200.558,20.457,96.928,63.786,51.385,54.64,899.093,433.131,554.506,150.937,76.471,232.573,67.5,198.262,433.131,227.429,336.203
C_6800,alive,2014,427.993,201.632,19.941,91.749,64.979,50.751,60.693,985.8883,424.666,601.167,164.063,71.808,223.034,55.448,237.197,424.666,229.165,332.917
C_6800,alive,2015,494.508,183.46,18.406,93.446,70.678,56.146,49.405,947.0768,414.097,660.474,155.313,75.04,230.637,60.644,277.998,414.097,231.51,320.651
C_6800,alive,2016,437.091,194.45,25.091,102.928,72.123,59.849,62.83,1297.1416,430.449,727.926,147.657,77.837,235.999,65.885,340.332,430.449,230.278,327.521
C_6800,alive,2017,550.982,228.06,24.99,135.158,71.873,86.952,64.793,2020.8702,507.179,834.1,132.997,110.168,279.119,91.213,401.83,507.179,239.063,372.021
C_6800,alive,2018,522.781,251.268,24.75,192.929,71.926,110.043,75.886,2631.454,590.123,780.973,0,168.179,338.855,101.154,476.212,590.123,114.281,397.194
C_6805,alive,2013,147.124,58.657,4.8,20.45,0,8.418,26.706,891.5707,133.113,212.594,0,15.65,74.456,56.212,-17.455,133.113,63.161,112.663
C_6805,alive,2014,174.611,78.576,6.5,23.24,0,10.394,34.845,815.918,170.69,257.262,0,16.74,92.114,77.259,-7.067,170.69,89.403,147.45
C_6805,alive,2015,209.537,89.386,16.997,31.519,0,8.621,38.346,696.234,209.002,379.569,0,14.522,119.616,89.078,1.521,209.002,99.249,177.483
C_6805,alive,2016,177.437,96.634,22.207,28.727,0,3.755,47.386,795.2874,225.974,396,0,6.52,129.34,94.97,5.295,225.974,109.892,197.247
C_6805,alive,2017,199.728,106,26.283,36.083,0,10.004,43.451,738.9893,247.662,411.074,0,9.8,141.662,101.066,17.504,247.662,110.904,211.579
C_6805,alive,2018,241.434,96.014,24.231,39.722,0,32.217,41.004,780.6488,231.616,441.948,0,15.491,135.602,106.854,32.35,231.616,123.001,191.894
C_6806,alive,2013,127.487,376.132,11.106,59.076,16.75,34.256,26.836,1120.215,460.331,338.546,1.659,47.97,84.199,46.408,-73.042,460.331,73.453,401.255
C_6806,alive,2014,127.847,399.744,12.84,63.541,18.194,30.06,29.593,1264.1092,490.334,352.713,9.354,50.701,90.59,49.958,-42.982,490.334,84.927,426.793
C_6806,alive,2015,99.142,414.481,16.199,69.197,16.312,32.398,29.173,924.5915,518.714,342.875,11.217,52.998,104.233,49.719,-10.584,518.714,86.735,449.517
C_6808,alive,2013,87.672,43.65,1.734,12.917,0,10.383,13.993,201.9388,88.163,106.899,0,11.183,44.513,9.699,-157.864,88.163,11.503,75.246
C_6808,alive,2014,89.823,61.021,1.366,-1.634,0,-3.483,14.627,114.497,82.991,107.987,0,-3,21.97,10.065,-161.501,82.991,12.266,84.625
C_6808,alive,2015,77.227,61.651,1.393,-12.831,0,-27.041,10.019,55.4096,77.333,81.492,0,-14.224,15.682,9.354,-188.816,77.333,10.146,90.164
C_6808,alive,2016,64.187,50.011,1.748,-13.557,0,-15.956,9.567,47.8538,61.66,67.229,0,-15.305,11.649,9.314,-204.799,61.66,9.921,75.217
C_6808,alive,2017,61.986,46.76,0.644,-0.793,0,-1.526,11.951,45.3242,60.121,64.353,0,-1.437,13.361,6.997,-206.104,60.121,7.895,60.914
C_6808,alive,2018,62.94,56.966,0.638,0.572,0,-9.1,12.292,46.6293,69.549,64.6,0,-0.066,12.583,15.904,-215.603,69.549,16.704,68.977
C_6809,alive,2013,3.318,1.09,0.125,-5.162,0.505,-9.849,0.302,168.9696,5.304,7.546,0,-5.287,4.214,3.184,-129.133,5.304,4.215,10.466
C_6809,alive,2014,1.486,0.992,0.179,-7.577,0.916,-7.94,0.266,224.4168,4.159,5.41,1.311,-7.756,3.167,3.299,-137.888,4.159,6.444,11.736
C_6809,alive,2015,3.816,1.944,0.164,-8.046,0.046,-8.534,0.349,122.2923,4.769,7.609,0,-8.21,2.825,2.406,-147.088,4.769,3.917,12.815
C_6809,alive,2016,2.031,1.07,0.129,-9.333,0.023,-9.527,0.287,122.1565,3.812,5.68,0,-9.462,2.742,5.045,-158.31,3.812,6.94,13.145
C_6809,alive,2017,8.017,0.991,0.068,-9.659,0.079,-10.069,0.458,149.7271,4.293,11.604,0,-9.727,3.302,8.432,-172.145,4.293,10.456,13.952
C_6809,alive,2018,6.924,0.876,0.051,-11.679,0.029,-12.55,0.968,87.4194,4.404,10.998,0,-11.73,3.528,3.846,-188.076,4.404,5.869,16.083
C_6812,alive,2013,134.554,103.94,2.863,-101.718,0,-104.126,0.79,923.8495,2.222,274.16,20.167,-104.581,-101.718,19.294,-1003.956,2.222,103.997,103.94
C_6812,alive,2014,368.987,101.162,1.928,-78.308,0,-100.294,1.035,659.0952,22.854,471.376,87.5,-80.236,-78.308,44.969,-1104.315,22.854,187.358,101.162
C_6812,alive,2015,532.4,118.295,0.727,11.719,0,-4.682,0.911,1379.2221,130.014,654.832,103.793,10.992,11.719,122.996,-1109.153,130.014,368.982,118.295
C_6812,alive,2016,357.874,219.139,2.056,-135.802,0,-141.429,7.492,1442.1371,83.337,475.625,85.167,-137.858,-135.802,164.643,-1250.558,83.337,318.224,219.139
C_6812,alive,2017,321.995,221.516,3.399,-131.181,1.948,-129.05,4.825,1043.2193,90.335,436.539,231.576,-134.58,-131.181,124.127,-1381.626,90.335,384.437,221.516
C_6812,alive,2018,173.324,162.805,3.683,-99.596,4.68,-120.548,5.924,703.3486,63.209,284.136,243.887,-103.279,-99.596,36.751,-1471.589,63.209,310.541,162.805
C_6813,alive,2013,133.182,32.693,10.733,6.259,0,-3.499,29.489,807.4677,177.805,205.09,0,-4.474,145.112,44.305,-85.622,177.805,46.037,171.546
C_6813,alive,2014,93.703,42.576,14.161,10.366,0,-7.348,31.382,791.8137,209.931,239.817,0,-3.795,167.355,58.749,-93.765,209.931,59.48,199.565
C_6813,alive,2015,94.382,58.052,20.154,9.43,0,-26.444,30.388,381.7328,239.012,226.194,0,-10.724,180.96,55.26,-121.607,239.012,60.889,229.582
C_6813,alive,2016,92.151,52.114,18.684,9.778,0,-25.873,31.823,422.3168,222.779,219.638,0,-8.906,170.665,74.683,-151.104,222.779,81.162,213.001
C_6813,alive,2017,102.844,48.213,17.04,9.456,0,-18.191,37.926,656.374,218.876,232.799,0,-7.584,170.663,89.055,-165.67,218.876,92.736,209.42
C_6813,alive,2018,135.085,53.505,17.001,4.249,0,-25.032,46.023,1150.3657,249.838,290.103,0,-12.752,196.333,113.851,-191.922,249.838,119.374,245.589
C_6814,alive,2013,97.274,50.11,0.569,-25.977,0,-26.624,3.493,864.5692,24.133,140.838,0,-26.546,-25.977,10.131,-302.121,24.133,19.128,50.11
C_6814,alive,2014,190.879,71.872,0.549,-26.002,0,-26.417,10.791,1050.433,45.87,243.212,0,-26.551,-26.002,20.882,-328.575,45.87,36.579,71.872
C_6814,alive,2015,212.582,85.337,0.988,-45.798,0,-40.703,2.828,642.3412,39.539,217.235,0,-46.786,-45.798,20.097,-369.253,39.539,24.796,85.337
C_6814,alive,2016,149.58,84.851,0.997,-65.462,0,-71.658,5.196,216.1596,19.389,157.891,3.945,-66.459,-65.462,13.291,-440.891,19.389,21.696,84.851
C_6814,alive,2017,248.397,91.43,1.498,-54.863,0,-54.568,3.583,1403.8236,36.567,286.741,24.738,-56.361,-54.863,44.859,-495.765,36.567,98.841,91.43
C_6814,alive,2018,410.521,157.143,2.359,-72.691,0,-68.334,5.048,1173.1068,84.452,590.395,27.689,-75.05,-72.691,78.511,-564.136,84.452,223.138,157.143
C_6815,alive,2013,266.609,227.692,3.147,-196.354,2.89,-244.76,3.941,1131.1934,31.338,503.287,335.475,-199.501,-196.354,87.853,-1498.616,31.338,437.049,227.692
C_6815,alive,2014,167.241,239.673,2.3,-214.562,2.381,-268.542,4.882,282.0902,25.111,327.96,262.395,-216.862,-214.562,171.86,-1767.425,25.111,442.789,239.673
C_6815,alive,2015,178.665,156.145,1.406,-118.973,2.616,-169.737,5.183,1285.7,37.172,332.342,381.435,-120.379,-118.973,52.251,-1937.273,37.172,436.646,156.145
C_6815,alive,2016,470.803,217.662,1.002,-26.208,3.338,-70.222,42.246,4322.7668,191.454,597.541,0,-27.21,-26.208,270.588,-1983.563,191.454,508.223,217.662
C_6815,alive,2017,484.874,13.879,1.187,167.065,6.657,154.227,81.192,9004.7536,452.477,655.294,0,165.878,438.598,115.17,-1829.519,452.477,370.333,285.412
C_6815,alive,2018,897.016,18.579,7.769,446.624,9.838,690.07,178.827,5898.5609,853.826,1422.286,12.178,438.855,835.247,105.472,-881.064,853.826,134.833,407.202
C_6818,alive,2013,341.601,484.754,42.177,-90.909,118.099,-122.745,100.853,109.4639,586.028,449.894,32.904,-133.086,101.274,228.162,-1275.951,586.028,295.762,676.937
C_6818,alive,2014,303.369,313.124,26.98,-57.408,71.099,17.819,82.872,237.1138,390.871,365.685,4.539,-84.388,77.747,128.162,-1251.636,390.871,157.757,448.279
C_6818,alive,2015,279.018,267.048,18.613,-28.447,66.342,-56.692,74.815,248.3491,341.276,325.884,62.413,-47.06,74.228,92.361,-1312.666,341.276,172.884,369.723
C_6818,alive,2016,290.175,275.738,16.753,32.652,76.369,8.58,95.971,547.5702,407.914,359.049,64.163,15.899,132.176,109.772,-1305.791,407.914,192.438,375.262
C_6818,alive,2017,521.77,344.972,21.543,140.441,101.068,127.859,122.987,1565.7483,600.968,665.149,1.379,118.898,255.996,133.183,-1176.78,600.968,151.476,460.527
C_6818,alive,2018,565.463,306.705,30.18,107.478,106.678,62.453,101.182,1524.1278,543.17,720.799,0.857,77.298,236.465,112.293,-1113.021,543.17,128.783,435.692
C_682,alive,2013,0.325,1.442,0.001,-0.968,0,-0.942,0,0.7199,0.474,0.385,7.82,-0.969,-0.968,1.648,-199.628,0.474,10.655,1.442
C_6820,alive,2013,14.046,9.011,0.176,-6.115,1.628,-10.363,3.784,17.1542,13.096,20.207,0,-6.291,4.085,5.445,-4.193,13.096,5.462,19.211
C_6820,alive,2014,12.055,8.167,0.183,-5.667,3.177,-5.624,1.412,16.174,10.941,12.785,0,-5.85,2.774,3.645,-9.82,10.941,3.662,16.608
C_6820,alive,2015,10.105,8.31,0.22,-1.314,2.948,-1.308,2.321,14.2135,12.902,10.684,0,-1.534,4.592,2.532,-11.129,12.902,2.774,14.216
C_6820,alive,2016,6.9,6.642,0.182,-1.031,1.36,-1.21,1.583,5.9626,9.417,7.263,0,-1.213,2.775,2.256,-14.224,9.417,2.424,10.448
C_6820,alive,2017,8.327,6.238,0.154,0.811,1.564,0.64,1.802,17.1528,10.641,8.567,0,0.657,4.403,2.526,-13.584,10.641,2.671,9.83
C_6820,alive,2018,9.767,7.098,0.086,1.576,2.897,1.486,1.809,10.6575,12.229,9.998,0,1.49,5.131,2.503,-12.098,12.229,2.67,10.653
C_6824,alive,2013,307.802,148.399,2.6,154.42,0,67.715,104.613,1269.6563,377.801,1038.23,437.876,151.82,229.402,152.607,-1667.274,377.801,639.089,223.381
C_6824,alive,2014,349.318,164.797,2.8,169.793,0,94.497,118.277,1273.253,415.596,1062.113,376.824,166.993,250.799,135.469,-1572.777,415.596,568.475,245.803
C_6824,alive,2015,318.526,198.795,3.1,188.351,0,86.083,155.813,2017.7824,478.734,1088.137,315.784,185.251,279.939,129.309,-1486.852,478.734,508.574,290.383
C_6826,alive,2013,2118.802,236.631,35.037,57.609,0,45.132,193.381,5562.3535,665.106,2897.843,800,22.572,428.475,328.106,504.341,665.106,1222.225,607.497
C_6826,alive,2014,2535.516,245.071,45.27,18.882,0,176.802,267.499,2245.8719,768.241,3703.328,800,-26.388,523.17,392.657,739.467,768.241,1282.058,749.359
C_6826,alive,2015,2719.545,298.598,36.782,49.004,0,25.678,236.515,3450.1454,880.669,4361.839,21,12.222,582.071,1383.447,753.542,880.669,1485.171,831.665
C_6826,alive,2016,2656.072,326.228,28.468,141.938,0,225.087,337.928,4312.2602,1030.936,4284.874,153.092,113.47,704.708,971.283,495.522,1030.936,1193.895,888.998
C_6826,alive,2017,4102.613,380.935,33.202,421.778,0,156.569,285.681,7163.1371,1583.884,5815.394,879.983,388.576,1202.949,1272.8,128.366,1583.884,2215.665,1162.106
C_6826,alive,2018,3332.698,410.808,41.232,531.431,0,125.562,527.897,3720.8995,2108.327,5886.089,884.123,490.199,1697.519,1143.661,178.733,2108.327,2123.217,1576.896
C_683,alive,2013,1094,3364.1,156.7,512.8,375.3,147.3,484.7,2619.2169,4353.4,3882.2,1207.2,356.1,989.3,801.7,1284.8,4353.4,2484.2,3840.6
C_683,alive,2014,1154.7,3272.5,155.6,471.5,381.1,91.5,501.5,2238.4922,4239.1,3667.4,1087.4,315.9,966.6,851.7,1137.3,4239.1,2444.2,3767.6
C_683,alive,2015,1008.5,2803,134.6,400.8,297,71.9,403.7,1693.8693,3616.7,3315.7,1116.2,266.2,813.7,647,1007.1,3616.7,2255.8,3215.9
C_683,alive,2016,920.3,2511.3,127.4,435.7,277.4,74.9,399.2,2490.227,3323.6,3153,974.6,308.3,812.3,659.2,941.6,3323.6,2163.3,2887.9
C_683,alive,2017,994.5,2799.2,124.3,459.3,279.5,118.6,447,2817.8204,3638.2,3232.3,937.8,335,839,687.9,1002.3,3638.2,2144.1,3178.9
C_683,alive,2018,976.7,2958.2,126.7,518.4,289.5,209.4,456.7,2357.3402,3873.8,3194.8,884.1,391.7,915.6,670.2,1092.7,3873.8,1996.5,3355.4
C_6835,alive,2013,3.928,12.629,0.002,-3.471,1.491,-3.627,0.214,7.0629,12.788,3.969,0.49,-3.473,0.159,5.265,-27.678,12.788,5.755,16.259
C_6835,alive,2014,4.707,12.062,0.006,-0.986,1.621,-1.096,0.357,5.0586,12.741,4.752,0.489,-0.992,0.679,6.339,-28.767,12.741,6.828,13.727
C_6835,alive,2015,3.049,7.316,0.006,-0.758,0.759,-1.117,0.225,6.1794,7.3,3.088,0,-0.764,-0.016,4.756,-29.745,7.3,4.756,8.058
C_6835,alive,2016,2.412,5.333,0.041,-1.219,1.275,-1.507,0.051,3.8714,5.742,3.091,0,-1.26,0.409,5.687,-31.091,5.742,5.687,6.961
C_6842,alive,2013,1710.2,1693.2,197.7,435.6,611.8,150.8,415.1,3627.66,2782.7,3257,760.6,237.9,1089.5,819.2,-1189.5,2782.7,1770.2,2347.1
C_6842,alive,2014,1805.8,1866.3,252,556.1,729.9,189.7,457.9,4397.433,3161.8,3823,983,304.1,1295.5,1040.8,-957.1,3161.8,2175.6,2605.7
C_6842,alive,2015,1891.5,2100.9,337.4,615.1,750.4,206.2,456.1,4037.992,3495.8,3869.6,850.5,277.7,1394.9,1239.3,-751.7,3495.8,2237.7,2880.7
C_6842,alive,2016,2869.1,2302.9,344.4,709.2,1030.2,182.1,629.8,5345.6999,3906.9,6924.4,3068.5,364.8,1604,1502.6,-577.5,3906.9,5046.5,3197.7
C_6842,alive,2017,2933.2,3074.4,449,1121.6,1089.5,810.7,701.5,8901.9709,5388,7195.1,2703.7,672.6,2313.6,1408.9,310.9,5388,4394.1,4266.4
C_6842,alive,2018,3167.8,3279.3,471,1334.7,1225.2,627.4,686,6832.3993,5878.3,7587.6,2627.6,863.7,2599,1469.3,941.7,5878.3,4393.5,4543.6
C_6845,alive,2013,30.087,17.299,4.409,-3.728,1.663,-8.87,4.761,106.0737,48.118,36.744,0,-8.137,30.819,14.924,-343.702,48.118,17.802,51.846
C_6845,alive,2014,26.36,24.628,4.514,-4.435,2.898,-9.96,4.648,105.8878,60.923,34.144,0,-8.949,36.295,14.89,-353.569,60.923,18.46,65.358
C_6845,alive,2015,36.489,25.961,4.263,-5.541,3.266,-10.57,5.988,66.0783,59.517,43.842,0,-9.804,33.556,14.693,-364.144,59.517,17.466,65.058
C_6845,alive,2016,26.279,23.072,3.466,-2.488,2.803,-11.107,3.118,80.8808,53.39,30.857,0,-5.954,30.318,9.734,-375.247,53.39,11.808,55.878
C_6845,alive,2017,36.337,32.799,4.451,9.704,2.846,-4.173,4.64,219.3408,80.637,67.543,6.069,5.253,47.838,18.268,-379.454,80.637,28.106,70.933
C_6845,alive,2018,35.443,31.853,5.203,2.271,2.954,-4.621,6.982,107.1173,76.554,65.341,0,-2.932,44.701,17.202,-384.08,76.554,20.518,74.283
C_6848,alive,2013,3.947,22.576,2.831,-3.375,0.215,-8.735,1.823,16.4369,30.209,23.225,1.656,-6.206,7.633,17.382,-27.545,30.209,19.038,33.584
C_6848,alive,2014,1.572,11.312,2.713,0.076,0.197,-5.285,0.931,3.2742,16.081,16.092,1.595,-2.637,4.769,14.624,-32.353,16.081,16.219,16.005
C_6848,alive,2015,0.854,2.034,2.086,0.345,0.001,-6.027,0.21,8.9989,3.816,6.827,0.06,-1.741,1.782,12.838,-38.879,3.816,12.898,3.471
C_6848,alive,2016,0.226,0.663,0.653,-0.12,0,-1.788,0.074,9.0157,1.279,4.753,0,-0.773,0.616,12.376,-40.667,1.279,12.376,1.399
C_6848,alive,2017,0.117,0.857,0.633,-0.159,0,-1.386,0.07,9.0149,1.136,3.762,0,-0.792,0.279,10.757,-42.052,1.136,10.757,1.295
C_6848,alive,2018,0.101,0.614,0.575,-0.311,0,-0.886,0.075,13.7268,1.135,3.172,0,-0.886,0.521,10.696,-42.938,1.135,10.696,1.446
C_6849,failed,2013,1618.839,1514.628,1169.5,2189.435,0,112.835,479.21,4647.4983,4761.576,16635.484,7873.667,1019.935,3246.948,1301.587,-184.422,4761.576,12580.003,2572.141
C_6849,failed,2014,1486.092,1583.822,1138.942,2100.488,0,132.893,614.164,6686.4682,4772.49,18974.03,9485.615,961.546,3188.668,1512.076,-295.574,4772.49,15316.353,2672.002
C_6849,failed,2015,10131,1927,1320,2301,0,-196,571,5455.494,5576,27084,15508,981,3649,1893,-440,5576,21470,3275
C_6849,failed,2016,1656,3357,2031,3446,0,-373,938,3963.2291,8896,29013,17560,1415,5539,2444,-847,8896,24494,5450
C_6849,failed,2017,1323,3534,2184,3576,0,-1804,819,530.2612,9128,24884,16970,1392,5594,2508,-2629,9128,22610,5552
C_6849,failed,2018,1330,3334,1954,3462,0,-643,767,251.1757,8611,23659,16358,1508,5277,2561,-3215,8611,22059,5149
C_6853,alive,2013,145.61,4.493,0.67,5.429,0.285,6.685,6.087,322.39,48.9,212.327,0,4.759,44.407,14.177,27.464,48.9,21.432,43.471
C_6853,alive,2014,115.64,4.248,1.401,3.173,0.272,-0.819,10.269,367.3713,50.808,208.009,0,1.772,46.56,20.459,24.311,50.808,28.96,47.635
C_6853,alive,2015,106.027,4.366,2.356,8.668,0,6.267,4.068,479.5808,59.499,212.649,0,6.312,55.133,18.983,29.128,59.499,26.554,50.831
C_6853,alive,2016,144.712,4.687,2.635,17.021,0,13.1,15.044,713.7427,72.653,242.495,0,14.386,67.966,22.595,38.934,72.653,30.944,55.632
C_6853,alive,2017,159.076,4.939,3.25,19.123,0,17.028,16.494,1018.2536,87.507,276.812,0,15.873,82.568,22.795,53.287,87.507,32.142,68.384
C_6853,alive,2018,177.288,4.695,4.157,2.912,0,0.574,26.156,481.2969,77.877,277.263,0,-1.245,73.182,21.752,61.739,77.877,31.384,74.965
C_6856,alive,2013,34.437,18.396,0.546,3.131,10.917,1.887,4.489,134.333,31.567,42.631,0,2.585,13.171,6.493,6.485,31.567,6.637,28.436
C_6856,alive,2014,36.526,29.933,0.576,0.433,12.897,0.2,4.42,88.4308,44.095,44.163,0,-0.143,14.162,7.006,6.685,44.095,7.151,43.662
C_6856,alive,2015,29.349,12.566,0.57,-1.751,8.517,-5.866,2.782,45.8261,20.067,36.614,0,-2.321,7.501,4.762,0.819,20.067,5.272,21.818
C_6856,alive,2016,29.369,10.989,0.493,1.736,5.243,1.987,4.618,53.324,27.97,36.489,0,1.243,16.981,3.573,2.806,27.97,3.641,26.234
C_6856,alive,2017,34.181,8.219,0.449,-3.228,5.661,4.569,3.009,61.0901,16.787,41.038,0,-3.677,8.568,3.362,7.374,16.787,3.43,20.015
C_6856,alive,2018,28.665,6.876,0.436,-3.076,4.28,-3.654,3.452,42.7761,13.85,37.634,0,-3.512,6.974,3.35,3.72,13.85,3.48,16.926
C_6859,alive,2013,3.691,2.518,0.07,-0.49,1.269,-0.557,1.98,269.5724,5.224,6.903,0,-0.56,2.706,0.988,-0.903,5.224,0.988,5.714
C_6859,alive,2014,1.633,3.577,0.08,-12.212,0.962,-16.541,0.009,169.8385,0.629,4.264,0,-12.292,-2.948,11.584,-22.186,0.629,12.312,12.841
C_6859,alive,2015,0.527,1.373,0.196,-16.745,0.151,-50.447,0.09,6.2637,0.633,6.992,4.288,-16.941,-0.74,33.453,-72.718,0.633,38.079,17.378
C_6859,alive,2016,0.28,0.373,0.017,-10.054,0.16,-17.732,0,2.9826,0.262,6.992,4.093,-10.071,-0.111,38.004,-90.444,0.262,42.097,10.316
C_6864,alive,2013,7596,9109,1256,2186,898,-386,1753,9298.9329,11295,33902,15767,930,2186,4204,3700,11295,23184,9109
C_6864,alive,2014,8582,13009,1523,2859,1247,134,1457,9073.0679,15868,40665,19900,1336,2859,4859,3414,15868,28679,13009
C_6864,alive,2015,7391,15601,1566,-927,1252,-6382,1170,3698.0163,14674,32882,18983,-2493,-927,4375,-3180,14674,27117,15601
C_6864,alive,2016,6395,10083,1367,2268,1111,-774,1166,3867.3312,12351,30355,18006,901,2268,4382,-3922,12351,25863,10083
C_6864,alive,2017,4415,8316,1056,2313,532,-2153,1174,9020.8406,10629,23318,15716,1257,2313,3317,-6340,10629,21272,8316
C_6864,alive,2018,3600,7956,421,1522,412,268,1024,11232.54,9478,10628,6449,1101,1522,2398,-6116,9478,11843,7956
C_6865,alive,2018,518.946,312.347,4.826,-302.512,7.032,-324.277,5.515,1014.281,9.835,604.556,316.558,-307.338,-302.512,79.732,-1282.171,9.835,396.29,312.347
C_6868,alive,2013,186.729,54.253,16.336,-41.125,0,-55.062,0.44,534.8831,13.128,351.994,0,-57.461,-41.125,8.506,-1619.993,13.128,15.201,54.253
C_6868,alive,2014,169.767,23.052,16.452,-24.251,0,-51.002,0.2,367.9577,42.534,304.104,0,-40.703,19.482,12.996,-1671.135,42.534,14.517,66.785
C_6868,alive,2015,164.257,14.371,14.29,-3.346,0,-109.68,1.416,134.1795,43.519,180.892,0,-17.636,29.148,4.551,-1780.823,43.519,4.551,46.865
C_6868,alive,2016,191.019,21.529,9.549,24.766,0,17.763,16.126,181.2848,59.018,212.393,0,15.217,37.489,6.498,-1763.06,59.018,14.294,34.252
C_6868,alive,2017,204.473,3.794,2.382,21.694,0,19.06,19.64,138.575,42.774,208.184,0,19.312,38.98,8.997,-1747.16,42.774,8.997,21.08
C_6873,alive,2013,1932.4,603.6,67.3,919.8,179.6,671,303.3,14671.856,2265.1,3950.3,0,852.5,1661.5,380.9,981.5,2265.1,448.9,1345.3
C_6873,alive,2014,1847,643.5,74.4,701.6,181.7,418.8,320.9,19359.204,2131.7,3959.4,0,627.2,1488.2,501.2,482.6,2131.7,580,1430.1
C_6873,alive,2015,2195.5,721,85.5,839.3,167.9,588.8,410.4,20426.384,2384.4,4907.3,0,753.8,1663.4,491.9,889.7,2384.4,587.8,1545.1
C_6873,alive,2016,3250.4,725.4,88.9,1042.4,182.3,735.9,460,24605.796,2704.4,6486.9,0,953.5,1979,596.5,1566,2704.4,709.1,1662
C_6873,alive,2017,2810.9,832,95,1174.9,241.2,660,553.8,40982.762,3128.9,5758,0,1079.9,2296.9,704.1,45.9,3128.9,1031.2,1954
C_6873,alive,2018,4333.2,1000,120.1,1389.9,409,1127.9,733.5,54836.34,3724.2,7846.7,0,1269.8,2724.2,820.6,1508.4,3724.2,1159.2,2334.3
C_6874,alive,2013,244.014,189.607,23.187,11.611,103.866,-17.965,52.202,3199.6456,401.292,394.604,1.479,-11.576,211.685,95.486,-244.039,401.292,109.364,389.681
C_6874,alive,2014,519.11,208.138,26.343,12.257,132.635,-50.149,68.809,3838.7426,470.141,793.574,279.286,-14.086,262.003,137.846,-293.465,470.141,439.359,457.884
C_6874,alive,2015,556.47,242.166,33.524,2.566,148.69,-48.53,66.55,2645.32,538.576,821.647,288.683,-30.958,296.41,142.484,-343.15,538.576,451.664,536.01
C_6879,failed,2013,283.748,135.5,30.828,-155.434,54.346,-296.804,34.56,470.2523,283.746,434.401,572.82,-186.262,148.246,103.761,-2251.075,283.746,682.052,439.18
